,int,int_label,has_participant,participant_label,has_dissociation_constant,dissociation_constant_value,dissociation_constant_error,is_confirmed_by,is_outcome_of
386,http://rdf.freebase.com/ns/m.0j2_0z0,18835173-Thrombin-Interaction-2,http://rdf.freebase.com/ns/m.01jn6k,Thrombin,http://rdf.freebase.com/ns/m.0j2_160,7.2e-09,,http://rdf.freebase.com/ns/m.0j2_11n,http://rdf.freebase.com/ns/m.0j2_0tm
387,http://rdf.freebase.com/ns/m.0j2_0z7,18835173-Thrombin-Interaction-3,http://rdf.freebase.com/ns/m.01jn6k,Thrombin,http://rdf.freebase.com/ns/m.0j2_19n,1.65e-08,,http://rdf.freebase.com/ns/m.0j2_11n,http://rdf.freebase.com/ns/m.0j2_0tm
388,http://rdf.freebase.com/ns/m.0j2mc05,18537265-FOXO1a-Interaction-2,http://rdf.freebase.com/ns/m.02kgft1,forkhead winged-helix family of proteins is a transcription factor,http://rdf.freebase.com/ns/m.0j2mghk,1.26e-07,,http://rdf.freebase.com/ns/m.0j2mdnk,http://rdf.freebase.com/ns/m.0j2mbqd
389,http://rdf.freebase.com/ns/m.0j2mc0d,18537265-FOXO1a-Interaction-1,http://rdf.freebase.com/ns/m.02kgft1,forkhead winged-helix family of proteins is a transcription factor,http://rdf.freebase.com/ns/m.0j2mdpq,3.3e-08,,http://rdf.freebase.com/ns/m.0j2mdnk,http://rdf.freebase.com/ns/m.0j2mbqd
390,http://rdf.freebase.com/ns/m.0j2mc0m,18537265-FOXO1a-Interaction-3,http://rdf.freebase.com/ns/m.02kgft1,forkhead winged-helix family of proteins is a transcription factor,http://rdf.freebase.com/ns/m.0j2mh5z,2.98e-07,,http://rdf.freebase.com/ns/m.0j2mdnk,http://rdf.freebase.com/ns/m.0j2mbqd
391,http://rdf.freebase.com/ns/m.0j2zwj3,18617415-Tetracyclines-Interaction-2,http://rdf.freebase.com/ns/m.07jvd,Tetracycline,http://rdf.freebase.com/ns/m.0j2zwyv,1.97e-07,,http://rdf.freebase.com/ns/m.0j2zwtj,http://rdf.freebase.com/ns/m.0j2zwgb
392,http://rdf.freebase.com/ns/m.0j2zwj_,18617415-Tetracyclines-Interaction-1,http://rdf.freebase.com/ns/m.07jvd,Tetracycline,http://rdf.freebase.com/ns/m.0j2zwtz,3.578e-07,,http://rdf.freebase.com/ns/m.0j2zwtj,http://rdf.freebase.com/ns/m.0j2zwgb
393,http://rdf.freebase.com/ns/m.0j2zwjb,18617415-Tetracyclines-Interaction-3,http://rdf.freebase.com/ns/m.07jvd,Tetracycline,http://rdf.freebase.com/ns/m.0j2zx19,4.24e-07,,http://rdf.freebase.com/ns/m.0j2zwtj,http://rdf.freebase.com/ns/m.0j2zwgb
394,http://rdf.freebase.com/ns/m.0j2zwjk,18617415-Tetracyclines-Interaction-6,http://rdf.freebase.com/ns/m.07jvd,Tetracycline,http://rdf.freebase.com/ns/m.0j2zxg7,1.006e-07,,http://rdf.freebase.com/ns/m.0j2zwtj,http://rdf.freebase.com/ns/m.0j2zwgb
395,http://rdf.freebase.com/ns/m.0j2zwjs,18617415-Tetracyclines-Interaction-4,http://rdf.freebase.com/ns/m.07jvd,Tetracycline,http://rdf.freebase.com/ns/m.0j2zx5_,6.36e-08,,http://rdf.freebase.com/ns/m.0j2zwtj,http://rdf.freebase.com/ns/m.0j2zwgb
396,http://rdf.freebase.com/ns/m.0j2zwk6,18617415-Tetracyclines-Interaction-5,http://rdf.freebase.com/ns/m.07jvd,Tetracycline,http://rdf.freebase.com/ns/m.0j2zxb6,4.83e-07,,http://rdf.freebase.com/ns/m.0j2zwtj,http://rdf.freebase.com/ns/m.0j2zwgb
397,http://rdf.freebase.com/ns/m.0j2zwkf,18617415-Tetracyclines-Interaction-7,http://rdf.freebase.com/ns/m.07jvd,Tetracycline,http://rdf.freebase.com/ns/m.0j2zxpq,7.07e-08,,http://rdf.freebase.com/ns/m.0j2zwtj,http://rdf.freebase.com/ns/m.0j2zwgb
398,http://rdf.freebase.com/ns/m.0j2zzv0,18763762-Glycosylation-Interaction-1,http://rdf.freebase.com/ns/m.02dw_f,Glycosylation,http://rdf.freebase.com/ns/m.0j2zz_x,4.5e-07,,http://rdf.freebase.com/ns/m.0j2zz_l,http://rdf.freebase.com/ns/m.0j2zzrz
399,http://rdf.freebase.com/ns/m.0j30vbl,18803393-L. acidophilus-Interaction-1,http://rdf.freebase.com/ns/m.03v18d,Lactobacillus acidophilus,http://rdf.freebase.com/ns/m.0j30vhm,1.3e-08,,http://rdf.freebase.com/ns/m.0j30vhw,http://rdf.freebase.com/ns/m.0j30wd6
400,http://rdf.freebase.com/ns/m.0j32clf,17055241-Abrin-Interaction-6,http://rdf.freebase.com/ns/m.025s813,Abrin,http://rdf.freebase.com/ns/m.0j34m74,2.8e-08,,http://rdf.freebase.com/ns/m.0j32cr_,http://rdf.freebase.com/ns/m.0j32c7x
401,http://rdf.freebase.com/ns/m.0j36171,19037734-Ang1-Interaction-1,http://rdf.freebase.com/ns/m.021m3wj,angiopoietin 1,http://rdf.freebase.com/ns/m.0j361qm,2.8e-09,,http://rdf.freebase.com/ns/m.0j361mr,http://rdf.freebase.com/ns/m.0j360wx
402,http://rdf.freebase.com/ns/m.0j3673d,20375565-lipopolysaccharide-Interaction-1,http://rdf.freebase.com/ns/m.025b84,Lipopolysaccharide,http://rdf.freebase.com/ns/m.0j367jn,3.12e-09,,http://rdf.freebase.com/ns/m.0j367h_,http://rdf.freebase.com/ns/m.0j366vn
403,http://rdf.freebase.com/ns/m.0j3673m,20375565-lipopolysaccharide-Interaction-2,http://rdf.freebase.com/ns/m.025b84,Lipopolysaccharide,http://rdf.freebase.com/ns/m.0j367ql,5.9e-09,,http://rdf.freebase.com/ns/m.0j367h_,http://rdf.freebase.com/ns/m.0j366vn
404,http://rdf.freebase.com/ns/m.0j38sdv,19284310-PAI1-Interaction-1,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38s_8,1.2e-09,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38ryx
405,http://rdf.freebase.com/ns/m.0j38sf1,19284310-PAI1-Interaction-2,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38z07,1.77e-10,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38ryx
406,http://rdf.freebase.com/ns/m.0j38sf8,19284310-PAI1-Interaction-3,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38z1j,3.5e-08,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38ryx
407,http://rdf.freebase.com/ns/m.0j38sgn,19284310-PAI1-Interaction-7,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38zfj,2.4e-08,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38rz5
408,http://rdf.freebase.com/ns/m.0j38sgw,19284310-PAI1-Interaction-5,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38z4c,3.7e-08,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38rz5
409,http://rdf.freebase.com/ns/m.0j38sh2,19284310-PAI1-Interaction-6,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38zbs,1.06e-07,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38rz5
410,http://rdf.freebase.com/ns/m.0j38sh9,19284310-PAI1-Interaction-10,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38zmr,6e-08,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38rz5
411,http://rdf.freebase.com/ns/m.0j38shj,19284310-PAI1-Interaction-4,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38z25,9.2e-10,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38rz5
412,http://rdf.freebase.com/ns/m.0j38shr,19284310-PAI1-Interaction-9,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38zl5,1.2e-07,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38rz5
413,http://rdf.freebase.com/ns/m.0j38shz,19284310-PAI1-Interaction-8,http://rdf.freebase.com/ns/m.064p_3,Plasminogen activator inhibitor-1,http://rdf.freebase.com/ns/m.0j38zj1,3.3e-09,,http://rdf.freebase.com/ns/m.0j38sz_,http://rdf.freebase.com/ns/m.0j38rz5
414,http://rdf.freebase.com/ns/m.0j3tyyv,19325843-Cathepsin G-Interaction-1,http://rdf.freebase.com/ns/m.03bxnfr,Cathepsin G,http://rdf.freebase.com/ns/m.0j3tz31,1e-06,,http://rdf.freebase.com/ns/m.0j3tz2b,http://rdf.freebase.com/ns/m.0j3tyx8
415,http://rdf.freebase.com/ns/m.0j3x3vx,19520059-His-tag-Interaction-1,http://rdf.freebase.com/ns/m.02b06n,Polyhistidine-tag,http://rdf.freebase.com/ns/m.0j3x46s,3.78e-12,,http://rdf.freebase.com/ns/m.0j3x46d,http://rdf.freebase.com/ns/m.0j3x3pw
416,http://rdf.freebase.com/ns/m.0j3ynxf,19406842-TLR2-Interaction-6,http://rdf.freebase.com/ns/m.02kg72m,Toll-like receptor 2,http://rdf.freebase.com/ns/m.0j3yqp1,1.925e-08,,http://rdf.freebase.com/ns/m.0j3yp30,http://rdf.freebase.com/ns/m.0j3ynt9
417,http://rdf.freebase.com/ns/m.0j3ynxw,19406842-TLR2-Interaction-7,http://rdf.freebase.com/ns/m.02kg72m,Toll-like receptor 2,http://rdf.freebase.com/ns/m.0j3yqsv,7.3e-11,,http://rdf.freebase.com/ns/m.0j3yp30,http://rdf.freebase.com/ns/m.0j3ynt9
418,http://rdf.freebase.com/ns/m.0j3yny2,19406842-TLR2-Interaction-2,http://rdf.freebase.com/ns/m.02kg72m,Toll-like receptor 2,http://rdf.freebase.com/ns/m.0j3ypm4,1.99e-09,,http://rdf.freebase.com/ns/m.0j3yp30,http://rdf.freebase.com/ns/m.0j3ynt9
419,http://rdf.freebase.com/ns/m.0j3yny9,19406842-TLR2-Interaction-5,http://rdf.freebase.com/ns/m.02kg72m,Toll-like receptor 2,http://rdf.freebase.com/ns/m.0j3yqm4,9.7e-11,,http://rdf.freebase.com/ns/m.0j3yp30,http://rdf.freebase.com/ns/m.0j3ynt9
420,http://rdf.freebase.com/ns/m.0j3ynyj,19406842-TLR2-Interaction-3,http://rdf.freebase.com/ns/m.02kg72m,Toll-like receptor 2,http://rdf.freebase.com/ns/m.0j3yq02,4.12e-09,,http://rdf.freebase.com/ns/m.0j3yp30,http://rdf.freebase.com/ns/m.0j3ynt9
421,http://rdf.freebase.com/ns/m.0j3ynyr,19406842-TLR2-Interaction-1,http://rdf.freebase.com/ns/m.02kg72m,Toll-like receptor 2,http://rdf.freebase.com/ns/m.0j3yp38,6.42e-09,,http://rdf.freebase.com/ns/m.0j3yp30,http://rdf.freebase.com/ns/m.0j3ynt9
422,http://rdf.freebase.com/ns/m.0j3ynyz,19406842-TLR2-Interaction-4,http://rdf.freebase.com/ns/m.02kg72m,Toll-like receptor 2,http://rdf.freebase.com/ns/m.0j3yqh0,2.8e-11,,http://rdf.freebase.com/ns/m.0j3yp30,http://rdf.freebase.com/ns/m.0j3ynt9
423,http://rdf.freebase.com/ns/m.0j4dk6l,19480397-Streptavidin-Interaction-1,http://rdf.freebase.com/ns/m.05p63g,Streptavidin,http://rdf.freebase.com/ns/m.0j4dknn,2.5e-08,,http://rdf.freebase.com/ns/m.0j4dkn0,http://rdf.freebase.com/ns/m.0j4dk27
424,http://rdf.freebase.com/ns/m.0j4dk6t,19480397-Streptavidin-Interaction-3,http://rdf.freebase.com/ns/m.05p63g,Streptavidin,http://rdf.freebase.com/ns/m.0j4dlnp,3.5e-08,,http://rdf.freebase.com/ns/m.0j4dkn0,http://rdf.freebase.com/ns/m.0j4dk27
425,http://rdf.freebase.com/ns/m.0j4dk70,19480397-Streptavidin-Interaction-6,http://rdf.freebase.com/ns/m.05p63g,Streptavidin,http://rdf.freebase.com/ns/m.0j4dm8x,6.5e-08,,http://rdf.freebase.com/ns/m.0j4dkn0,http://rdf.freebase.com/ns/m.0j4dk27
426,http://rdf.freebase.com/ns/m.0j4dk77,19480397-Streptavidin-Interaction-5,http://rdf.freebase.com/ns/m.05p63g,Streptavidin,http://rdf.freebase.com/ns/m.0j4dm1t,6e-08,,http://rdf.freebase.com/ns/m.0j4dkn0,http://rdf.freebase.com/ns/m.0j4dk27
427,http://rdf.freebase.com/ns/m.0j4dk7g,19480397-Streptavidin-Interaction-4,http://rdf.freebase.com/ns/m.05p63g,Streptavidin,http://rdf.freebase.com/ns/m.0j4dlyk,5e-08,,http://rdf.freebase.com/ns/m.0j4dkn0,http://rdf.freebase.com/ns/m.0j4dk27
428,http://rdf.freebase.com/ns/m.0j4dk7p,19480397-Streptavidin-Interaction-2,http://rdf.freebase.com/ns/m.05p63g,Streptavidin,http://rdf.freebase.com/ns/m.0j4dld2,2.5e-08,,http://rdf.freebase.com/ns/m.0j4dkn0,http://rdf.freebase.com/ns/m.0j4dk27
429,http://rdf.freebase.com/ns/m.0j53vc3,19422452-VWF-Interaction-2,http://rdf.freebase.com/ns/m.02xr1z,Von Willebrand factor,http://rdf.freebase.com/ns/m.0j53vjl,2e-09,,http://rdf.freebase.com/ns/m.0j53vjb,http://rdf.freebase.com/ns/m.0j53vbg
430,http://rdf.freebase.com/ns/m.0j59_5j,21306108-Acetamiprid-Interaction-1,http://rdf.freebase.com/ns/m.076vcxl,Acetamiprid,http://rdf.freebase.com/ns/m.0j5b205,4.98e-06,,http://rdf.freebase.com/ns/m.0j5b1_k,http://rdf.freebase.com/ns/m.0j59zzl
431,http://rdf.freebase.com/ns/m.0j5_54_,18403417-TFIIB-Interaction-4,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_655,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
432,http://rdf.freebase.com/ns/m.0j5_556,18403417-TFIIB-Interaction-8,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_64z,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
433,http://rdf.freebase.com/ns/m.0j5_55f,18403417-TFIIB-Interaction-5,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_65d,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
434,http://rdf.freebase.com/ns/m.0j5_55n,18403417-TFIIB-Interaction-6,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_64r,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
435,http://rdf.freebase.com/ns/m.0j5_55w,18403417-TFIIB-Interaction-7,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_65v,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
436,http://rdf.freebase.com/ns/m.0j5_562,18403417-TFIIB-Interaction-9,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_7lh,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
437,http://rdf.freebase.com/ns/m.0j5_569,18403417-TFIIB-Interaction-1,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_623,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
438,http://rdf.freebase.com/ns/m.0j5_56j,18403417-TFIIB-Interaction-2,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_663,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
439,http://rdf.freebase.com/ns/m.0j5_56r,18403417-TFIIB-Interaction-3,http://rdf.freebase.com/ns/m.021ms4h,general transcription factor IIB,http://rdf.freebase.com/ns/m.0j5_65m,0.0,,http://rdf.freebase.com/ns/m.0j5_61t,http://rdf.freebase.com/ns/m.0j5_518
440,http://rdf.freebase.com/ns/m.0j5_5h6,19158349-phospholamban-Interaction-1,http://rdf.freebase.com/ns/m.02kffty,Phospholamban,http://rdf.freebase.com/ns/m.0j5_5th,2.14e-08,,http://rdf.freebase.com/ns/m.0j5_5t6,http://rdf.freebase.com/ns/m.0j5_5fv
441,http://rdf.freebase.com/ns/m.0j5_8ll,21471212-GST-Fezf2-Interaction-3,http://rdf.freebase.com/ns/m.021qqp_,FEZ family zinc finger 2,http://rdf.freebase.com/ns/m.0j5_pzy,0.0,,http://rdf.freebase.com/ns/m.0j5_pwc,http://rdf.freebase.com/ns/m.0j5_8k7
442,http://rdf.freebase.com/ns/m.0j5_8lt,21471212-GST-Fezf2-Interaction-2,http://rdf.freebase.com/ns/m.021qqp_,FEZ family zinc finger 2,http://rdf.freebase.com/ns/m.0j5_pyv,0.0,,http://rdf.freebase.com/ns/m.0j5_pwc,http://rdf.freebase.com/ns/m.0j5_8k7
443,http://rdf.freebase.com/ns/m.0j5_8m0,21471212-GST-Fezf2-Interaction-1,http://rdf.freebase.com/ns/m.021qqp_,FEZ family zinc finger 2,http://rdf.freebase.com/ns/m.0j5_pxx,0.0,,http://rdf.freebase.com/ns/m.0j5_pwc,http://rdf.freebase.com/ns/m.0j5_8k7
444,http://rdf.freebase.com/ns/m.0j5klvt,19374883-Thrombin-Interaction-1,http://rdf.freebase.com/ns/m.01jn6k,Thrombin,http://rdf.freebase.com/ns/m.0j5klyl,2.3e-08,,http://rdf.freebase.com/ns/m.0j5kly5,http://rdf.freebase.com/ns/m.0j5kltx
445,http://rdf.freebase.com/ns/m.0j5pzhh,18426920-NFkB-Interaction-1,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5q7kn,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
446,http://rdf.freebase.com/ns/m.0j5pzhh,18426920-NFkB-Interaction-1,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5q7kn,0.0,,http://rdf.freebase.com/ns/m.0j5q7k5,http://rdf.freebase.com/ns/m.0j5pxqr
447,http://rdf.freebase.com/ns/m.0j5pzhh,18426920-NFkB-Interaction-1,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5q7kw,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
448,http://rdf.freebase.com/ns/m.0j5pzhh,18426920-NFkB-Interaction-1,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5q7kw,0.0,,http://rdf.freebase.com/ns/m.0j5q7k5,http://rdf.freebase.com/ns/m.0j5pxqr
449,http://rdf.freebase.com/ns/m.0j5pzhq,18426920-NFkB-Interaction-3,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5q8_5,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
450,http://rdf.freebase.com/ns/m.0j5pzhq,18426920-NFkB-Interaction-3,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5q8_5,0.0,,http://rdf.freebase.com/ns/m.0j5q7k5,http://rdf.freebase.com/ns/m.0j5pxqr
451,http://rdf.freebase.com/ns/m.0j5pzhq,18426920-NFkB-Interaction-3,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5q8_d,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
452,http://rdf.freebase.com/ns/m.0j5pzhq,18426920-NFkB-Interaction-3,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5q8_d,0.0,,http://rdf.freebase.com/ns/m.0j5q7k5,http://rdf.freebase.com/ns/m.0j5pxqr
453,http://rdf.freebase.com/ns/m.0j5q9_2,18426920-NFkB-Interaction-13,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5wwxd,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
454,http://rdf.freebase.com/ns/m.0j5q9_j,18426920-NFkB-Interaction-12,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5wwhz,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
455,http://rdf.freebase.com/ns/m.0j5q9_r,18426920-NFkB-Interaction-11,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5ww62,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
456,http://rdf.freebase.com/ns/m.0j5q9_z,18426920-NFkB-Interaction-10,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5ww1l,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
457,http://rdf.freebase.com/ns/m.0j5qb0d,18426920-NFkB-Interaction-6,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5wrz_,0.0,,http://rdf.freebase.com/ns/m.0j5q7k5,http://rdf.freebase.com/ns/m.0j5pxqr
458,http://rdf.freebase.com/ns/m.0j5wl1n,21413891-Bisphenol A-Interaction-1,http://rdf.freebase.com/ns/m.03y6j0,Bisphenol A,http://rdf.freebase.com/ns/m.0j5wl8k,8.3e-09,,http://rdf.freebase.com/ns/m.0j5wl89,http://rdf.freebase.com/ns/m.0j5wk_z
459,http://rdf.freebase.com/ns/m.0j5wxsf,18426920-NFkB-Interaction-14,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5y1h0,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
460,http://rdf.freebase.com/ns/m.0j5y3tm,18426920-NFkB-Interaction-15,http://rdf.freebase.com/ns/m.02kglvh,NFkappaB p65,http://rdf.freebase.com/ns/m.0j5y4cz,0.0,,http://rdf.freebase.com/ns/m.0j5q7jy,http://rdf.freebase.com/ns/m.0j5pxqr
461,http://rdf.freebase.com/ns/m.0j5ymlj,18403417-TGFB1-Interaction-3,http://rdf.freebase.com/ns/m.02p9q5b,TGF beta 1,http://rdf.freebase.com/ns/m.0j5ynd0,0.0,,http://rdf.freebase.com/ns/m.0j5ym6c,http://rdf.freebase.com/ns/m.0j5ykn9
462,http://rdf.freebase.com/ns/m.0j5ymlz,18403417-TGFB1-Interaction-4,http://rdf.freebase.com/ns/m.02p9q5b,TGF beta 1,http://rdf.freebase.com/ns/m.0j5ynfh,0.0,,http://rdf.freebase.com/ns/m.0j5ym6c,http://rdf.freebase.com/ns/m.0j5ykn9
463,http://rdf.freebase.com/ns/m.0j5ymm5,18403417-TGFB1-Interaction-2,http://rdf.freebase.com/ns/m.02p9q5b,TGF beta 1,http://rdf.freebase.com/ns/m.0j5yn5q,0.0,,http://rdf.freebase.com/ns/m.0j5ym6c,http://rdf.freebase.com/ns/m.0j5ykn9
464,http://rdf.freebase.com/ns/m.0j5ymmd,18403417-TGFB1-Interaction-6,http://rdf.freebase.com/ns/m.02p9q5b,TGF beta 1,http://rdf.freebase.com/ns/m.0j5ynnb,0.0,,http://rdf.freebase.com/ns/m.0j5ym6c,http://rdf.freebase.com/ns/m.0j5ykn9
465,http://rdf.freebase.com/ns/m.0j5ymmm,18403417-TGFB1-Interaction-5,http://rdf.freebase.com/ns/m.02p9q5b,TGF beta 1,http://rdf.freebase.com/ns/m.0j5ynl3,0.0,,http://rdf.freebase.com/ns/m.0j5ym6c,http://rdf.freebase.com/ns/m.0j5ykn9
466,http://rdf.freebase.com/ns/m.0j5ypb1,18388495-RNAPol-Interaction-2,http://rdf.freebase.com/ns/m.01clgm,RNA polymerase,http://rdf.freebase.com/ns/m.0j5yp_3,0.0,,http://rdf.freebase.com/ns/m.0j5ypyh,http://rdf.freebase.com/ns/m.0j5yp7m
467,http://rdf.freebase.com/ns/m.0j5ypb8,18388495-RNAPol-Interaction-1,http://rdf.freebase.com/ns/m.01clgm,RNA polymerase,http://rdf.freebase.com/ns/m.0j5ypz1,0.0,,http://rdf.freebase.com/ns/m.0j5ypyh,http://rdf.freebase.com/ns/m.0j5yp7m
468,http://rdf.freebase.com/ns/m.0j68dp3,21402046-AlkB-Interaction-4,http://rdf.freebase.com/ns/m.0275nfx,AlkB,http://rdf.freebase.com/ns/m.0j68fjc,1.59e-07,,http://rdf.freebase.com/ns/m.0j68f07,http://rdf.freebase.com/ns/m.0j68dkp
469,http://rdf.freebase.com/ns/m.0j68dpk,21402046-AlkB-Interaction-7,http://rdf.freebase.com/ns/m.0275nfx,AlkB,http://rdf.freebase.com/ns/m.0j68f_w,2.4e-07,,http://rdf.freebase.com/ns/m.0j68f07,http://rdf.freebase.com/ns/m.0j68dkp
470,http://rdf.freebase.com/ns/m.0j68dps,21402046-AlkB-Interaction-12,http://rdf.freebase.com/ns/m.0275nfx,AlkB,http://rdf.freebase.com/ns/m.0j68gf3,1.36e-07,,http://rdf.freebase.com/ns/m.0j68f07,http://rdf.freebase.com/ns/m.0j68dkp
471,http://rdf.freebase.com/ns/m.0j68dq6,21402046-AlkB-Interaction-1,http://rdf.freebase.com/ns/m.0275nfx,AlkB,http://rdf.freebase.com/ns/m.0j68f25,5.8e-08,,http://rdf.freebase.com/ns/m.0j68f07,http://rdf.freebase.com/ns/m.0j68dkp
472,http://rdf.freebase.com/ns/m.0j68dqw,21402046-AlkB-Interaction-13,http://rdf.freebase.com/ns/m.0275nfx,AlkB,http://rdf.freebase.com/ns/m.0j68g8n,1.28e-07,,http://rdf.freebase.com/ns/m.0j68f07,http://rdf.freebase.com/ns/m.0j68dkp
473,http://rdf.freebase.com/ns/m.0j6j1lx,17904852-Calsenilin-Interaction-1,http://rdf.freebase.com/ns/m.03gwtkh,Calsenilin,http://rdf.freebase.com/ns/m.0j6j6z3,1.9e-07,,http://rdf.freebase.com/ns/m.0j6j6sm,http://rdf.freebase.com/ns/m.0j6j0t6
474,http://rdf.freebase.com/ns/m.0j6mtry,21531729-CD16acMet-Interaction-7,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwfq,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
