,int,int_label,has_participant,participant_label,has_dissociation_constant,dissociation_constant_value,dissociation_constant_error,is_confirmed_by,is_outcome_of
475,http://rdf.freebase.com/ns/m.0j6mtsc,21531729-CD16acMet-Interaction-1,http://rdf.freebase.com/ns/m.0852c8,c-Met,http://rdf.freebase.com/ns/m.0j6mw6w,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
476,http://rdf.freebase.com/ns/m.0j6mtsl,21531729-CD16acMet-Interaction-9,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwdk,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
477,http://rdf.freebase.com/ns/m.0j6mtst,21531729-CD16acMet-Interaction-13,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mw8m,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
478,http://rdf.freebase.com/ns/m.0j6mtt7,21531729-CD16acMet-Interaction-8,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mw98,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
479,http://rdf.freebase.com/ns/m.0j6mttg,21531729-CD16acMet-Interaction-4,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwff,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
480,http://rdf.freebase.com/ns/m.0j6mttx,21531729-CD16acMet-Interaction-14,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwg4,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
481,http://rdf.freebase.com/ns/m.0j6mtvk,21531729-CD16acMet-Interaction-10,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mw9q,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
482,http://rdf.freebase.com/ns/m.0j6mtw6,21531729-CD16acMet-Interaction-2,http://rdf.freebase.com/ns/m.0852c8,c-Met,http://rdf.freebase.com/ns/m.0j6mwtt,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
483,http://rdf.freebase.com/ns/m.0j6mtwf,21531729-CD16acMet-Interaction-11,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwd3,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
484,http://rdf.freebase.com/ns/m.0j6mtx2,21531729-CD16acMet-Interaction-6,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwgc,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
485,http://rdf.freebase.com/ns/m.0j6mtx9,21531729-CD16acMet-Interaction-12,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwdb,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
486,http://rdf.freebase.com/ns/m.0j6mtxr,21531729-CD16acMet-Interaction-3,http://rdf.freebase.com/ns/m.0852c8,c-Met,http://rdf.freebase.com/ns/m.0j6mw8v,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
487,http://rdf.freebase.com/ns/m.0j6mty5,21531729-CD16acMet-Interaction-15,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6my84,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
488,http://rdf.freebase.com/ns/m.0j6mtyv,21531729-CD16acMet-Interaction-5,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwgl,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
489,http://rdf.freebase.com/ns/m.0j6mtz1,21531729-CD16acMet-Interaction-16,http://rdf.freebase.com/ns/m.02kglqg,CD16,http://rdf.freebase.com/ns/m.0j6mwfy,0.0,,http://rdf.freebase.com/ns/m.0j6mw6k,http://rdf.freebase.com/ns/m.0j6mtfs
490,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_6,5e-09,,http://rdf.freebase.com/ns/m.0j7f4y1,http://rdf.freebase.com/ns/m.0j7f35c
491,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_6,5e-09,,http://rdf.freebase.com/ns/m.0j7f4y9,http://rdf.freebase.com/ns/m.0j7f35c
492,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_6,5e-09,,http://rdf.freebase.com/ns/m.0j7f4yk,http://rdf.freebase.com/ns/m.0j7f35c
493,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_6,5e-09,,http://rdf.freebase.com/ns/m.0j7f4yt,http://rdf.freebase.com/ns/m.0j7f35c
494,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_6,5e-09,,http://rdf.freebase.com/ns/m.0j7f4z1,http://rdf.freebase.com/ns/m.0j7f35c
495,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_6,5e-09,,http://rdf.freebase.com/ns/m.0j7f4z9,http://rdf.freebase.com/ns/m.0j7f35c
496,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_f,1.5e-08,,http://rdf.freebase.com/ns/m.0j7f4y1,http://rdf.freebase.com/ns/m.0j7f35c
497,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_f,1.5e-08,,http://rdf.freebase.com/ns/m.0j7f4y9,http://rdf.freebase.com/ns/m.0j7f35c
498,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_f,1.5e-08,,http://rdf.freebase.com/ns/m.0j7f4yk,http://rdf.freebase.com/ns/m.0j7f35c
499,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_f,1.5e-08,,http://rdf.freebase.com/ns/m.0j7f4yt,http://rdf.freebase.com/ns/m.0j7f35c
500,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_f,1.5e-08,,http://rdf.freebase.com/ns/m.0j7f4z1,http://rdf.freebase.com/ns/m.0j7f35c
501,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_f,1.5e-08,,http://rdf.freebase.com/ns/m.0j7f4z9,http://rdf.freebase.com/ns/m.0j7f35c
502,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_n,3.2e-08,,http://rdf.freebase.com/ns/m.0j7f4y1,http://rdf.freebase.com/ns/m.0j7f35c
503,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_n,3.2e-08,,http://rdf.freebase.com/ns/m.0j7f4y9,http://rdf.freebase.com/ns/m.0j7f35c
504,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_n,3.2e-08,,http://rdf.freebase.com/ns/m.0j7f4yk,http://rdf.freebase.com/ns/m.0j7f35c
505,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_n,3.2e-08,,http://rdf.freebase.com/ns/m.0j7f4yt,http://rdf.freebase.com/ns/m.0j7f35c
506,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_n,3.2e-08,,http://rdf.freebase.com/ns/m.0j7f4z1,http://rdf.freebase.com/ns/m.0j7f35c
507,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_n,3.2e-08,,http://rdf.freebase.com/ns/m.0j7f4z9,http://rdf.freebase.com/ns/m.0j7f35c
508,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_w,1.2e-08,,http://rdf.freebase.com/ns/m.0j7f4y1,http://rdf.freebase.com/ns/m.0j7f35c
509,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_w,1.2e-08,,http://rdf.freebase.com/ns/m.0j7f4y9,http://rdf.freebase.com/ns/m.0j7f35c
510,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_w,1.2e-08,,http://rdf.freebase.com/ns/m.0j7f4yk,http://rdf.freebase.com/ns/m.0j7f35c
511,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_w,1.2e-08,,http://rdf.freebase.com/ns/m.0j7f4yt,http://rdf.freebase.com/ns/m.0j7f35c
512,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_w,1.2e-08,,http://rdf.freebase.com/ns/m.0j7f4z1,http://rdf.freebase.com/ns/m.0j7f35c
513,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4_w,1.2e-08,,http://rdf.freebase.com/ns/m.0j7f4z9,http://rdf.freebase.com/ns/m.0j7f35c
514,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4z_,8e-09,,http://rdf.freebase.com/ns/m.0j7f4y1,http://rdf.freebase.com/ns/m.0j7f35c
515,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4z_,8e-09,,http://rdf.freebase.com/ns/m.0j7f4y9,http://rdf.freebase.com/ns/m.0j7f35c
516,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4z_,8e-09,,http://rdf.freebase.com/ns/m.0j7f4yk,http://rdf.freebase.com/ns/m.0j7f35c
517,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4z_,8e-09,,http://rdf.freebase.com/ns/m.0j7f4yt,http://rdf.freebase.com/ns/m.0j7f35c
518,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4z_,8e-09,,http://rdf.freebase.com/ns/m.0j7f4z1,http://rdf.freebase.com/ns/m.0j7f35c
519,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f4z_,8e-09,,http://rdf.freebase.com/ns/m.0j7f4z9,http://rdf.freebase.com/ns/m.0j7f35c
520,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f502,2.2e-08,,http://rdf.freebase.com/ns/m.0j7f4y1,http://rdf.freebase.com/ns/m.0j7f35c
521,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f502,2.2e-08,,http://rdf.freebase.com/ns/m.0j7f4y9,http://rdf.freebase.com/ns/m.0j7f35c
522,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f502,2.2e-08,,http://rdf.freebase.com/ns/m.0j7f4yk,http://rdf.freebase.com/ns/m.0j7f35c
523,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f502,2.2e-08,,http://rdf.freebase.com/ns/m.0j7f4yt,http://rdf.freebase.com/ns/m.0j7f35c
524,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f502,2.2e-08,,http://rdf.freebase.com/ns/m.0j7f4z1,http://rdf.freebase.com/ns/m.0j7f35c
525,http://rdf.freebase.com/ns/m.0j7f37w,21748194-Ricin-Interaction-1,http://rdf.freebase.com/ns/m.0166nz,Ricin,http://rdf.freebase.com/ns/m.0j7f502,2.2e-08,,http://rdf.freebase.com/ns/m.0j7f4z9,http://rdf.freebase.com/ns/m.0j7f35c
526,http://rdf.freebase.com/ns/m.0j9vc6l,17493639-AGE-Interaction-1,http://rdf.freebase.com/ns/m.053tft,Advanced glycation end-product,http://rdf.freebase.com/ns/m.0j9vd8f,1e-06,,http://rdf.freebase.com/ns/m.0j9vd7v,http://rdf.freebase.com/ns/m.0j9v8w5
527,http://rdf.freebase.com/ns/m.0j9vd8_,19955232-thrombin-Interaction-1,http://rdf.freebase.com/ns/m.01jn6k,Thrombin,http://rdf.freebase.com/ns/m.0j9vf4m,2e-10,,http://rdf.freebase.com/ns/m.0j9vf0v,http://rdf.freebase.com/ns/m.0j9vd6c
528,http://rdf.freebase.com/ns/m.0j_7vjz,19723884-GST-PPAR-δ-Interaction-1,http://rdf.freebase.com/ns/m.02kfmt_,Ppar delta,http://rdf.freebase.com/ns/m.0j_7vxf,2e-08,,http://rdf.freebase.com/ns/m.0j_7vx1,http://rdf.freebase.com/ns/m.0j_7vdc
529,http://rdf.freebase.com/ns/m.0j_7z43,20071745-MBNL1-Interaction-10,http://rdf.freebase.com/ns/m.03g_th4,Muscleblind-like 1 protein (MBNL1),http://rdf.freebase.com/ns/m.0j_7zhv,1e-08,,http://rdf.freebase.com/ns/m.0j_7zcf,http://rdf.freebase.com/ns/m.0j_7yy6
530,http://rdf.freebase.com/ns/m.0j_7z5f,20071745-MBNL1-Interaction-5,http://rdf.freebase.com/ns/m.03g_th4,Muscleblind-like 1 protein (MBNL1),http://rdf.freebase.com/ns/m.0j_7zgz,4e-09,,http://rdf.freebase.com/ns/m.0j_7zcf,http://rdf.freebase.com/ns/m.0j_7yy6
531,http://rdf.freebase.com/ns/m.0jb8t_c,17588619-GluR2-S1S2-Interaction-1,http://rdf.freebase.com/ns/m.02kff2b,"Glutamate receptor, AMPA type, Glur2 subunit",http://rdf.freebase.com/ns/m.0jb8vqh,2.5e-08,,http://rdf.freebase.com/ns/m.0jb8vq6,http://rdf.freebase.com/ns/m.0jb8nbw
532,http://rdf.freebase.com/ns/m.0jb8tzq,17588619-GluR2-S1S2-Interaction-4,http://rdf.freebase.com/ns/m.02kff2b,"Glutamate receptor, AMPA type, Glur2 subunit",http://rdf.freebase.com/ns/m.0jb8vvk,3.7e-08,,http://rdf.freebase.com/ns/m.0jb8vq6,http://rdf.freebase.com/ns/m.0jb8nbw
533,http://rdf.freebase.com/ns/m.0jb8tzy,17588619-GluR2-S1S2-Interaction-2,http://rdf.freebase.com/ns/m.02kff2b,"Glutamate receptor, AMPA type, Glur2 subunit",http://rdf.freebase.com/ns/m.0jb8vv8,2.9e-08,,http://rdf.freebase.com/ns/m.0jb8vq6,http://rdf.freebase.com/ns/m.0jb8nbw
534,http://rdf.freebase.com/ns/m.0jcvt_2,17697378-VAVC-Interaction-1,http://rdf.freebase.com/ns/m.01xxx8,Vaccinia virus,http://rdf.freebase.com/ns/m.0jcwt9q,5.9e-07,,http://rdf.freebase.com/ns/m.0jcwryx,http://rdf.freebase.com/ns/m.0jcv2x2
535,http://rdf.freebase.com/ns/m.0jfl1px,16855281-D-Ghrelin-Interaction-6,http://rdf.freebase.com/ns/m.039xw7,Ghrelin,http://rdf.freebase.com/ns/m.0jfl2v8,4.5e-09,,http://rdf.freebase.com/ns/m.0jfl2rp,http://rdf.freebase.com/ns/m.0jfl0k5
536,http://rdf.freebase.com/ns/m.0jfl1q3,16855281-D-Ghrelin-Interaction-4,http://rdf.freebase.com/ns/m.039xw7,Ghrelin,http://rdf.freebase.com/ns/m.0jfl2v1,4.5e-09,,http://rdf.freebase.com/ns/m.0jfl2rp,http://rdf.freebase.com/ns/m.0jfl0k5
537,http://rdf.freebase.com/ns/m.0jfl1q_,16855281-D-Ghrelin-Interaction-2,http://rdf.freebase.com/ns/m.039xw7,Ghrelin,http://rdf.freebase.com/ns/m.0jfl2sj,3.5e-09,,http://rdf.freebase.com/ns/m.0jfl2rp,http://rdf.freebase.com/ns/m.0jfl0k5
538,http://rdf.freebase.com/ns/m.0jfl1qb,16855281-D-Ghrelin-Interaction-5,http://rdf.freebase.com/ns/m.039xw7,Ghrelin,http://rdf.freebase.com/ns/m.0jfl2sr,4.5e-09,,http://rdf.freebase.com/ns/m.0jfl2rp,http://rdf.freebase.com/ns/m.0jfl0k5
539,http://rdf.freebase.com/ns/m.0jfl1qk,16855281-D-Ghrelin-Interaction-8,http://rdf.freebase.com/ns/m.039xw7,Ghrelin,http://rdf.freebase.com/ns/m.0jfl2t5,6.5e-09,,http://rdf.freebase.com/ns/m.0jfl2rp,http://rdf.freebase.com/ns/m.0jfl0k5
540,http://rdf.freebase.com/ns/m.0jfl1qs,16855281-D-Ghrelin-Interaction-1,http://rdf.freebase.com/ns/m.039xw7,Ghrelin,http://rdf.freebase.com/ns/m.0jfl2tv,7.5e-09,,http://rdf.freebase.com/ns/m.0jfl2rp,http://rdf.freebase.com/ns/m.0jfl0k5
541,http://rdf.freebase.com/ns/m.0jfl1r6,16855281-D-Ghrelin-Interaction-3,http://rdf.freebase.com/ns/m.039xw7,Ghrelin,http://rdf.freebase.com/ns/m.0jfl2tm,1.2e-08,,http://rdf.freebase.com/ns/m.0jfl2rp,http://rdf.freebase.com/ns/m.0jfl0k5
542,http://rdf.freebase.com/ns/m.0jfl1rn,16855281-D-Ghrelin-Interaction-9,http://rdf.freebase.com/ns/m.039xw7,Ghrelin,http://rdf.freebase.com/ns/m.0jfl2sz,4.5e-09,,http://rdf.freebase.com/ns/m.0jfl2rp,http://rdf.freebase.com/ns/m.0jfl0k5
543,http://rdf.freebase.com/ns/m.0jpdv0x,17173335-CE-Interaction-1,http://rdf.freebase.com/ns/m.02kg25m,Cathepsin E,http://rdf.freebase.com/ns/m.0jpf9yc,1.5e-08,,http://rdf.freebase.com/ns/m.0jpf8tj,http://rdf.freebase.com/ns/m.0jp73kq
544,http://rdf.freebase.com/ns/m.0jpdv13,17173335-CE-Interaction-2,http://rdf.freebase.com/ns/m.02kg25m,Cathepsin E,http://rdf.freebase.com/ns/m.0jpf9ym,6.9e-08,,http://rdf.freebase.com/ns/m.0jpf8tj,http://rdf.freebase.com/ns/m.0jp73kq
545,http://rdf.freebase.com/ns/m.0jpjy_n,17461758B-GLA proteins-Interaction-1,http://rdf.freebase.com/ns/g.1222ck19,prothrombin,http://rdf.freebase.com/ns/m.0jpk1pm,3.2e-09,,http://rdf.freebase.com/ns/m.0jpjc78,http://rdf.freebase.com/ns/m.0jpjrr9
546,http://rdf.freebase.com/ns/m.0jpl44c,17461758C-GLA proteins-Interaction-3,http://rdf.freebase.com/ns/m.05b0sd,Factor X,http://rdf.freebase.com/ns/m.0jplbbt,4.4e-09,,http://rdf.freebase.com/ns/m.0jpjc78,http://rdf.freebase.com/ns/m.0jpkbyw
547,http://rdf.freebase.com/ns/m.0jpw9d5,17028752-Protein kinase C-delta-Interaction-1,http://rdf.freebase.com/ns/m.02kg57q,Protein kinase C delta,http://rdf.freebase.com/ns/m.0jpwvh6,1.22e-07,,http://rdf.freebase.com/ns/m.0jpwv7d,http://rdf.freebase.com/ns/m.0jpw67_
548,http://rdf.freebase.com/ns/m.0jqskth,21530479-kanamycin-Interaction-1,http://rdf.freebase.com/ns/m.0754b2,Kanamycin,http://rdf.freebase.com/ns/m.0jqsqwh,8.56e-08,,http://rdf.freebase.com/ns/m.0jqsqrb,http://rdf.freebase.com/ns/m.0jqsjm3
549,http://rdf.freebase.com/ns/m.0jqsktr,21530479-kanamycin-Interaction-4,http://rdf.freebase.com/ns/m.07jj92,Tobramycin,http://rdf.freebase.com/ns/m.0jqt88s,1.03e-07,,http://rdf.freebase.com/ns/m.0jqsqrb,http://rdf.freebase.com/ns/m.0jqsjm3
550,http://rdf.freebase.com/ns/m.0jqskv9,21530479-kanamycin-Interaction-2,http://rdf.freebase.com/ns/m.0754b2,Kanamycin,http://rdf.freebase.com/ns/m.0jqsz01,7.88e-08,,http://rdf.freebase.com/ns/m.0jqsqrb,http://rdf.freebase.com/ns/m.0jqsjm3
551,http://rdf.freebase.com/ns/m.0jvjcms,20061133-CRP-Interaction-1,http://rdf.freebase.com/ns/m.01ss5h,C-reactive protein,http://rdf.freebase.com/ns/m.0jvjfbn,3.51e-09,,http://rdf.freebase.com/ns/m.0jvjfb9,http://rdf.freebase.com/ns/m.0jvjcll
552,http://rdf.freebase.com/ns/m.0jvjm1y,20110884-VEGF-Interaction-2,http://rdf.freebase.com/ns/m.061myr,Vascular endothelial growth factor,http://rdf.freebase.com/ns/m.0jvjm77,1.1e-09,,http://rdf.freebase.com/ns/m.0jvjm62,http://rdf.freebase.com/ns/m.0jvjm0b
553,http://rdf.freebase.com/ns/m.0jvjm24,20110884-VEGF-Interaction-1,http://rdf.freebase.com/ns/m.061myr,Vascular endothelial growth factor,http://rdf.freebase.com/ns/m.0jvjm6b,1e-09,,http://rdf.freebase.com/ns/m.0jvjm62,http://rdf.freebase.com/ns/m.0jvjm0b
554,http://rdf.freebase.com/ns/m.0jvjnml,21412566-BHQ1-Interaction-5,http://rdf.freebase.com/ns/m.02qvjwh,Black Hole Quenchers,http://rdf.freebase.com/ns/m.0jvjnn5,0.0001421,,http://rdf.freebase.com/ns/m.0jvjnb7,http://rdf.freebase.com/ns/m.0jvjn7z
555,http://rdf.freebase.com/ns/m.0jvjtcy,20007154-dsDNA-Interaction-2,http://rdf.freebase.com/ns/m.06ljw_,Nucleic acid double helix,http://rdf.freebase.com/ns/m.0jvjtmq,7.97e-08,,http://rdf.freebase.com/ns/m.0jvjtl3,http://rdf.freebase.com/ns/m.0jvjtb_
556,http://rdf.freebase.com/ns/m.0jvjtd4,20007154-dsDNA-Interaction-1,http://rdf.freebase.com/ns/m.06ljw_,Nucleic acid double helix,http://rdf.freebase.com/ns/m.0jvjtlc,4.39e-08,,http://rdf.freebase.com/ns/m.0jvjtl3,http://rdf.freebase.com/ns/m.0jvjtb_
557,http://rdf.freebase.com/ns/m.0jwkjyh,18060045-4-1BB-Interaction-1,http://rdf.freebase.com/ns/m.02qqkq6,4-1BB ligand,http://rdf.freebase.com/ns/m.0jwkkwg,4e-08,,http://rdf.freebase.com/ns/m.0jwkktz,http://rdf.freebase.com/ns/m.0jwkjvq
558,http://rdf.freebase.com/ns/m.0jy8swq,19946274-p68 RNA Helicase-Interaction-1,http://rdf.freebase.com/ns/m.03gwscg,DDX5,http://rdf.freebase.com/ns/m.0jy8tks,1.38e-08,,http://rdf.freebase.com/ns/m.0jy8tml,http://rdf.freebase.com/ns/m.0jy8scj
559,http://rdf.freebase.com/ns/m.0q3xq58,22704839-Nampt-Interaction-1,http://rdf.freebase.com/ns/m.03gs7kn,Nicotinamide phosphoribosyltransferase,http://rdf.freebase.com/ns/m.0q3z22k,7.252e-08,,http://rdf.freebase.com/ns/m.0q3z03n,http://rdf.freebase.com/ns/m.0q3xltt
560,http://rdf.freebase.com/ns/m.0q4mgh0,22704839-Nampt-Interaction-3,http://rdf.freebase.com/ns/m.03gs7kn,Nicotinamide phosphoribosyltransferase,http://rdf.freebase.com/ns/m.0q3z222,1.53e-06,,http://rdf.freebase.com/ns/m.0q3z03n,http://rdf.freebase.com/ns/m.0q3xltt
561,http://rdf.freebase.com/ns/m.0q4mgh8,22704839-Nampt-Interaction-2,http://rdf.freebase.com/ns/m.03gs7kn,Nicotinamide phosphoribosyltransferase,http://rdf.freebase.com/ns/m.0q3z22b,7.644e-08,,http://rdf.freebase.com/ns/m.0q3z03n,http://rdf.freebase.com/ns/m.0q3xltt
562,http://rdf.freebase.com/ns/m.0r579nb,21915281-RNA-EGFR-Interaction-1,http://rdf.freebase.com/ns/m.064z4d,Epidermal growth factor receptor,http://rdf.freebase.com/ns/m.0r57qv8,4.6e-08,,http://rdf.freebase.com/ns/m.0r57q6k,http://rdf.freebase.com/ns/m.0q_583x
563,http://rdf.freebase.com/ns/m.0r597x_,22793869-AMGs-Interaction-3a,http://rdf.freebase.com/ns/m.0c4x7p,Apramycin,http://rdf.freebase.com/ns/m.0r5j0w8,5.7e-07,,http://rdf.freebase.com/ns/m.0r59hhf,http://rdf.freebase.com/ns/m.0r590t1
564,http://rdf.freebase.com/ns/m.0r597y6,22793869-AMGs-Interaction-2a,http://rdf.freebase.com/ns/m.0c4x7p,Apramycin,http://rdf.freebase.com/ns/m.0r5ht0p,3.59e-08,,http://rdf.freebase.com/ns/m.0r59hhf,http://rdf.freebase.com/ns/m.0r590t1
